hierarchy_id,track,subtrack,role_name,career_level,progression_order,is_cross_subtrack,source_page,source_url,source_publisher,source_retrieved,verification_status,notes
imda-product-development-software-development-full-stack-developer,Product Development,Software Development,Full Stack Developer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-software-development-back-end-developer,Product Development,Software Development,Back End Developer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-chief-technology-officer,Product Development,"Quality, Risk and Security",Chief Technology Officer,EXECUTIVE,6,true,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-product-development-quality-risk-and-security-head-of-quality-risk,Product Development,"Quality, Risk and Security",Head of Quality & Risk,HEAD,5,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-quality-assurance-manager,Product Development,"Quality, Risk and Security",Quality Assurance Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-quality-engineering-manager,Product Development,"Quality, Risk and Security",Quality Engineering Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-product-risk-manager,Product Development,"Quality, Risk and Security",Product Risk Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-product-security-engineering-manager,Product Development,"Quality, Risk and Security",Product Security Engineering Manager,MANAGER,4,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-quality-assurance-engineer,Product Development,"Quality, Risk and Security",Quality Assurance Engineer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-quality-engineer,Product Development,"Quality, Risk and Security",Quality Engineer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-product-risk-analyst,Product Development,"Quality, Risk and Security",Product Risk Analyst,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-product-development-quality-risk-and-security-product-security-engineer,Product Development,"Quality, Risk and Security",Product Security Engineer,PROFESSIONAL,2,false,228,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-enterprise-architecture-chief-technology-officer,Strategy and Governance,Enterprise Architecture,Chief Technology Officer,EXECUTIVE,6,true,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-strategy-and-governance-enterprise-architecture-enterprise-architect,Strategy and Governance,Enterprise Architecture,Enterprise Architect,ARCHITECT,4,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-enterprise-architecture-solutions-architect,Strategy and Governance,Enterprise Architecture,Solutions Architect,ARCHITECT,4,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-enterprise-architecture-business-architect,Strategy and Governance,Enterprise Architecture,Business Architect,ARCHITECT,4,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-enterprise-architecture-business-analyst-ai-translator,Strategy and Governance,Enterprise Architecture,Business Analyst/AI Translator,PROFESSIONAL,2,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-enterprise-architecture-associate-business-analyst,Strategy and Governance,Enterprise Architecture,Associate Business Analyst,ASSOCIATE,1,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-program-and-project-management-chief-technology-officer,Strategy and Governance,Program and Project Management,Chief Technology Officer,EXECUTIVE,6,true,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,Role is visually shown spanning multiple sub-tracks on the master page.
imda-strategy-and-governance-program-and-project-management-program-director,Strategy and Governance,Program and Project Management,Program Director,DIRECTOR,5,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-program-and-project-management-program-manager,Strategy and Governance,Program and Project Management,Program Manager,MANAGER,4,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-program-and-project-management-project-manager-scrum-master,Strategy and Governance,Program and Project Management,Project Manager/Scrum Master,MANAGER,4,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-data-protection-group-data-protection-officer,Strategy and Governance,Data Protection,Group Data Protection Officer,EXECUTIVE,6,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-data-protection-data-protection-officer,Strategy and Governance,Data Protection,Data Protection Officer,PROFESSIONAL,2,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-data-protection-data-protection-executive,Strategy and Governance,Data Protection,Data Protection Executive,PROFESSIONAL,2,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-it-audit-head-of-it-audit,Strategy and Governance,IT Audit,Head of IT Audit,HEAD,5,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-it-audit-it-audit-manager,Strategy and Governance,IT Audit,IT Audit Manager,MANAGER,4,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
imda-strategy-and-governance-it-audit-it-auditor,Strategy and Governance,IT Audit,IT Auditor,PROFESSIONAL,2,false,521,https://www.imda.gov.sg/-/media/imda/images/programmes/skills-framework-for-ict/consolidated-career-maps.pdf,Infocomm Media Development Authority (IMDA) and SkillsFuture Singapore,2026-08-18,REVIEWED_FROM_MASTER_DIAGRAM,
